fireplaces,garage_spaces,category_code,market_value,bathrooms,bedrooms,stories,sale_date,sale_price,total_area,total_livable_area,latitude,longitude
0.0,0.0,1.0,361800.0,2.0,3.0,2.0,2018-02-23,150000.0,728.0,1568.0,39.93751972043879,-75.1829042679348
0.0,0.0,1.0,166600.0,1.0,3.0,2.0,2018-10-24,125000.0,656.1800000000002,1088.0,39.9215336570316,-75.1521758320946
0.0,0.0,1.0,160700.0,1.0,3.0,2.0,2018-11-21,125000.0,686.0,984.0,39.9215603370548,-75.1523690336028
0.0,0.0,1.0,165300.0,1.0,2.0,2.0,2017-10-26,133000.0,686.0,1056.0,39.9215924047245,-75.1526098407205
0.0,0.0,1.0,53000.0,1.0,3.0,2.0,2017-12-18,80000.0,588.0,840.0,39.9270384043571,-75.1932277692783
0.0,0.0,1.0,53000.0,1.0,3.0,2.0,2018-11-15,70000.0,588.0,840.0,39.927044904027,-75.1932760110662
0.0,0.0,1.0,53000.0,1.0,3.0,2.0,2018-12-31,73000.0,588.0,840.0,39.927088099474794,-75.19361776354009
0.0,0.0,1.0,50700.0,1.0,3.0,2.0,2018-06-21,110000.0,630.0,889.0,39.922240275087,-75.15588404453791
0.0,0.0,1.0,148600.0,1.0,3.0,2.0,2017-11-09,171000.0,630.0,1224.0,39.9222850405786,-75.1562285323806
0.0,0.0,1.0,53000.0,1.0,3.0,2.0,2017-12-15,53000.0,588.0,840.0,39.9271372302145,-75.1940152401501
0.0,0.0,1.0,206100.0,1.0,2.0,2.0,2017-09-01,155000.0,630.0,1140.0,39.9222975381638,-75.1563410393027
0.0,0.0,1.0,137100.0,1.0,3.0,2.0,2018-07-12,93000.0,720.0,1068.0,39.9224776075933,-75.1577159716492
